Balance
50.0
52.0
52.78
53.5717
53.8395585
54.6471518775
53.55420883995
52.483124663151
54.582449649677045
53.490800656683504
54.29316266653375
56.464889173195104
55.3355913897312
57.549015045320445
57.83676012054705
58.704311522355255
59.58487619519058
58.39317867128677
57.225315097861035
56.08080879590381
56.92202092784237
57.77585124176
58.6424890103864
59.5221263455422
58.331683818631355
58.623342237724515
60.96827592723349
63.40700696432283
64.35811206878768
63.07094982741192
61.809530830863686
62.118578485018006
60.876206915317645
63.31125519193035
64.26092401980931
65.22483788010645
67.83383139531071
68.17300055228726
69.19559556057158
71.96341938299445
73.04287067373936
73.40808502710806
76.34440842819238
76.72613047033335
77.10976112268501
78.26640753952529
76.70107938873478
77.08458478567846
78.24085355746364
78.63205782525095
79.81153869262971
80.21059638609286
80.61164936802332
81.01470761486344
82.2299282290864
83.4633771525227
86.8019122386236
85.06587399385113
86.3418621037589
84.61502486168372
87.99962585615107
89.31962024399334
87.53322783911348
87.97089397830905
86.21147609874286
84.487246576768
82.79750164523264
84.03946416991113
84.45966149076068
87.83804795039111
86.0812869913833
87.37250629625404
90.86740654810421
92.23041764632578
92.6915697345574
93.1550275832302
91.29192703156559
91.74838666672342
92.20712860005703
92.66816424305732
94.05818670670318
95.46905950730373
96.90109539991329
100.77713921590981
101.28102491198936
102.8002402856692
103.31424148709755
103.83081269453304
101.75419644064237
102.26296742284559
102.77428225995982
100.71879661476062
102.22957856398203
103.76302224244176
105.3194675760784
106.89925958971958
108.50274848356537
109.0452622259832
106.86435698146353
108.46732233618549
110.09433217122827
111.7457471537967
113.42193336110365
115.1232623615202
112.8207971142898
113.38490109986125
115.08567461635917
115.66110298944096
113.34788092965215
115.04809914359693
116.77382063075088
118.52542794021214
119.1180550799132
123.88277728310973
125.74101894235638
126.36972403706815
128.26526989762417
128.90659624711228
129.55112922834783
126.96010664378088
128.8645082434376
129.50883078465478
130.15637493857804
127.55324743980648
128.19101367700551
128.83196874539055
129.4761285891175
134.65517373268221
131.96207025802858
132.6218806093187
134.6112088184585
136.63037695073538
138.67983260499642
140.76003009407137
141.46383024454173
143.58578769820986
144.3037166367009
146.4682723862514
152.32700328170148
149.28046321606746
151.51967016430848
153.7924652167731
159.94416382544404
156.74528054893514
159.09645975716916
161.4829066535267
158.25324852045617
160.627047248263
163.03645295698695
169.55791107526642
176.34022751827706
178.9853309310512
186.14474416829324
182.4218492849274
185.1581770242013
187.93554967956433
188.87522742796216
191.7083558393816
192.6668976185785
195.55690108285717
191.64576306120003
199.31159358364803
202.30126748740275
210.39331818689885
211.44528477783334
212.5025112017225
208.25246097768806
209.2937232825765
210.3401918989894
213.49529477747424
216.69772419913636
212.36376971515364
215.54922626088094
211.23824173566334
214.40681536169828
222.98308797616622
226.3278342958087
227.45947346728775
222.910283997942
218.45207831798317
221.72885949275292
225.05479238514422
226.18006634706995
227.3109666788053
230.7206311789874
234.1814406466722
237.6941622563723
241.25957469021787
250.90995767782658
254.67360704299398
249.5801349021341
250.82803557664477
252.08217575452798
255.8634083908459
259.7013595167086
260.99986631429215
255.7798689880063
259.6165670228264
254.4242356823699
249.3357509687225
244.34903594934804
245.57078112909477
246.79863503474024
248.03262820991395
249.27279135096353
250.51915530771834
254.27694263733412
255.5483273505208
259.3815522607786
260.6784600220825
261.98185232219294
265.9115801070258
269.9002538086312
273.94875761576066
278.05798897999705
282.228858814697
